Geneid	Chr	Start	End	Strand	Length	AC2R1
Gene_002478	Random_Chr_004	749936	751251	-	1315	535
Gene_002479	Random_Chr_004	751465	751989	-	524	0
Gene_002480	Random_Chr_004	752063	752962	+	899	493
Gene_002481	Random_Chr_004	753123	754368	+	1245	1627
Gene_002482	Random_Chr_004	754424	757656	-	3232	1134
Gene_002483	Random_Chr_004	757960	761207	-	3247	3015
Gene_002484	Random_Chr_004	761311	763430	+	2119	2652
Gene_002485	Random_Chr_004	763454	764300	-	846	10
Gene_002486	Random_Chr_004	766304	767320	+	1016	30
Gene_002487	Random_Chr_004	768309	768587	+	278	2
Gene_002488	Random_Chr_004	768986	770194	+	1208	32
Gene_002489	Random_Chr_004	772418	773763	-	1345	1684
Gene_002490	Random_Chr_004	773933	774439	-	506	97
Gene_002491	Random_Chr_004	774497	775162	-	665	27
Gene_002492	Random_Chr_004	775164	777663	-	2499	1331
Gene_002493	Random_Chr_004	780679	780840	+	161	2
Gene_002494	Random_Chr_004	781194	782111	+	917	1209
Gene_002495	Random_Chr_004	782505	782768	-	263	5
Gene_002496	Random_Chr_004	783200	785783	-	2583	1586
Gene_002497	Random_Chr_004	786124	786775	-	651	1056
Gene_002498	Random_Chr_004	786884	789535	-	2651	2890
Gene_002499	Random_Chr_004	789728	790666	-	938	109.92
Gene_002500	Random_Chr_004	793070	793462	+	392	299
Gene_002501	Random_Chr_004	793624	795313	-	1689	3112
Gene_002502	Random_Chr_004	795582	797489	-	1907	458
Gene_002503	Random_Chr_004	797756	798214	-	458	5505
Gene_002504	Random_Chr_004	798732	800029	+	1297	1412
Gene_002505	Random_Chr_004	800031	801098	-	1067	74
Gene_002506	Random_Chr_004	801191	802483	-	1292	15
Gene_002507	Random_Chr_004	803584	803757	-	173	7
Gene_002508	Random_Chr_004	804415	804780	+	365	11
Gene_002509	Random_Chr_004	804829	806080	+	1251	3
Gene_002510	Random_Chr_004	806910	807323	+	413	154
Gene_002511	Random_Chr_004	807464	808662	+	1198	10
Gene_002512	Random_Chr_004	808725	809406	-	681	508
Gene_002513	Random_Chr_004	809408	810079	-	671	383
Gene_002514	Random_Chr_004	810489	811040	-	551	139
Gene_002515	Random_Chr_004	811086	811334	-	248	37
Gene_002516	Random_Chr_004	811624	812535	+	911	887
Gene_002517	Random_Chr_004	812669	813879	-	1210	1742
Gene_002518	Random_Chr_004	814261	814743	+	482	7523
Gene_002519	Random_Chr_004	815278	816030	-	752	2020
Gene_002520	Random_Chr_004	816276	816828	-	552	460
Gene_002521	Random_Chr_004	816830	817196	-	366	91
Gene_002522	Random_Chr_004	817658	821261	+	3603	851
Gene_002523	Random_Chr_004	821856	822759	+	903	4
Gene_002524	Random_Chr_004	822868	824293	-	1425	503
Gene_002525	Random_Chr_004	824355	828215	+	3860	2181
Gene_002526	Random_Chr_004	828886	829125	+	239	0
Gene_002527	Random_Chr_004	829839	830481	-	642	14
Gene_002528	Random_Chr_004	831035	831922	+	887	12
Gene_002529	Random_Chr_004	832098	833704	+	1606	118
Gene_002530	Random_Chr_004	835662	837447	+	1785	1294
Gene_002531	Random_Chr_004	837525	838515	+	990	0
Gene_002532	Random_Chr_004	839191	840141	+	950	0
Gene_002533	Random_Chr_004	840599	841246	-	647	0
Gene_002534	Random_Chr_004	841447	842549	+	1102	2
Gene_002535	Random_Chr_004	843867	844652	+	785	855
Gene_002536	Random_Chr_004	844872	845327	+	455	342
Gene_002537	Random_Chr_004	845464	846906	+	1442	515
Gene_002538	Random_Chr_004	847758	848327	-	569	18
Gene_002539	Random_Chr_004	848623	849773	-	1150	459
Gene_002540	Random_Chr_004	849945	851602	+	1657	72
Gene_002541	Random_Chr_004	851657	852259	-	602	20
Gene_002542	Random_Chr_004	854094	854703	-	609	608
Gene_002543	Random_Chr_004	854895	856169	-	1274	967
Gene_002544	Random_Chr_004	857857	858523	+	666	262
Gene_002545	Random_Chr_004	858525	859300	+	775	430
Gene_002546	Random_Chr_004	859433	860083	+	650	356
Gene_002547	Random_Chr_004	860137	860709	-	572	6377
Gene_002548	Random_Chr_004	860945	861778	+	833	111
Gene_002549	Random_Chr_004	862071	863261	+	1190	2735
Gene_002550	Random_Chr_004	863486	863992	+	506	3
Gene_002551	Random_Chr_004	864097	865033	-	936	139
Gene_002552	Random_Chr_004	865274	865854	-	580	377
Gene_002553	Random_Chr_004	866185	867321	+	1136	24
Gene_002554	Random_Chr_004	867409	868641	+	1232	2310
Gene_002555	Random_Chr_004	869067	870650	-	1583	3515
Gene_002556	Random_Chr_004	870743	871580	+	837	301
Gene_002557	Random_Chr_004	871610	872209	-	599	1538
Gene_002558	Random_Chr_004	872313	873030	+	717	611
Gene_002559	Random_Chr_004	873080	874487	-	1407	278
Gene_002560	Random_Chr_004	875311	875957	-	646	68
Gene_002561	Random_Chr_004	876153	876717	-	564	332
Gene_002562	Random_Chr_004	876995	878028	-	1033	0.5
Gene_002563	Random_Chr_004	878764	879100	-	336	51
Gene_002564	Random_Chr_004	879389	880216	+	827	120
Gene_002565	Random_Chr_004	881217	882226	+	1009	742
Gene_002566	Random_Chr_004	882228	883688	+	1460	1696
Gene_002567	Random_Chr_004	883690	884294	+	604	175
Gene_002568	Random_Chr_004	884583	886677	+	2094	1626
Gene_002569	Random_Chr_004	886708	888062	-	1354	129
Gene_002570	Random_Chr_004	888153	890071	-	1918	2561
Gene_002571	Random_Chr_004	890073	891813	-	1740	1507
Gene_002572	Random_Chr_004	891815	892808	-	993	300
Gene_002573	Random_Chr_004	892898	893598	+	700	12
Gene_002574	Random_Chr_004	893791	893949	+	158	2
Gene_002575	Random_Chr_004	895707	897177	-	1470	38
Gene_002576	Random_Chr_004	897295	898047	-	752	11
Gene_002577	Random_Chr_004	899103	899327	+	224	0
Gene_002578	Random_Chr_004	900009	900693	+	684	2
Gene_002579	Random_Chr_004	901108	903820	+	2712	241
Gene_002580	Random_Chr_004	905023	908080	+	3057	321
Gene_002581	Random_Chr_004	908139	909653	-	1514	1120
Gene_002582	Random_Chr_004	909781	911103	+	1322	192
Gene_002583	Random_Chr_004	911597	912128	-	531	255.5
Gene_002584	Random_Chr_004	912776	913181	+	405	4
Gene_002585	Random_Chr_004	913246	914295	-	1049	151
Gene_002586	Random_Chr_004	914406	915560	-	1154	710
Gene_002587	Random_Chr_004	917262	918312	+	1050	597
Gene_002588	Random_Chr_004	918377	918653	-	276	1158
Gene_002589	Random_Chr_004	920996	921193	+	197	0
Gene_002590	Random_Chr_004	923412	923846	-	434	4
Gene_002591	Random_Chr_004	925443	929070	-	3627	67
Gene_002592	Random_Chr_004	930116	931586	+	1470	112.88
Gene_002593	Random_Chr_004	932024	934966	+	2942	3081.5
Gene_002594	Random_Chr_004	936387	936853	+	466	0
Gene_002595	Random_Chr_004	936992	937872	-	880	295
Gene_002596	Random_Chr_004	938189	938512	+	323	0
Gene_002597	Random_Chr_004	938614	939132	-	518	423
Gene_002598	Random_Chr_004	939363	940790	-	1427	764
Gene_002599	Random_Chr_004	941558	941847	+	289	18
Gene_002600	Random_Chr_004	942252	942494	-	242	3
Gene_002601	Random_Chr_004	946378	948493	-	2115	18175
Gene_002602	Random_Chr_004	948819	949085	-	266	9
Gene_002603	Random_Chr_004	949321	949632	-	311	2
Gene_002604	Random_Chr_004	950945	951197	+	252	8
Gene_002605	Random_Chr_004	951557	952243	-	686	0
Gene_002606	Random_Chr_004	952401	955142	-	2741	1353
Gene_002607	Random_Chr_004	955699	956370	+	671	326
Gene_002608	Random_Chr_004	956446	956814	+	368	33
Gene_002609	Random_Chr_004	956926	958142	-	1216	973
Gene_002610	Random_Chr_004	958258	959605	-	1347	937
Gene_002611	Random_Chr_004	959794	960321	+	527	253
Gene_002612	Random_Chr_004	960530	960977	-	447	710
Gene_002613	Random_Chr_004	961147	963090	+	1943	320
Gene_002614	Random_Chr_004	963379	966791	+	3412	3182
Gene_002615	Random_Chr_004	966815	968166	-	1351	557
Gene_002616	Random_Chr_004	968342	969510	-	1168	38
Gene_002617	Random_Chr_004	969969	970302	-	333	112
Gene_002618	Random_Chr_004	970795	971585	-	790	217
Gene_002619	Random_Chr_004	973176	974327	+	1151	337
Gene_002620	Random_Chr_004	974377	974953	-	576	193
Gene_002621	Random_Chr_004	975319	976575	+	1256	1036
Gene_002622	Random_Chr_004	978633	982689	+	4056	1659.75
Gene_002623	Random_Chr_004	983697	984710	+	1013	468
Gene_002624	Random_Chr_004	986815	988078	+	1263	827
Gene_002625	Random_Chr_004	988214	989251	+	1037	84
Gene_002626	Random_Chr_004	989498	990089	-	591	6.83
Gene_002627	Random_Chr_004	990344	991533	+	1189	30
Gene_002628	Random_Chr_004	994833	1000013	-	5180	727.83
Gene_002629	Random_Chr_004	1000228	1001741	-	1513	331
Gene_002630	Random_Chr_004	1004238	1004995	-	757	9
Gene_002631	Random_Chr_004	1006611	1010593	-	3982	75
Gene_002632	Random_Chr_004	1010718	1011828	+	1110	210
Gene_002633	Random_Chr_004	1011839	1013203	-	1364	3442.67
Gene_002634	Random_Chr_004	1013370	1019730	+	6360	3775
Gene_002635	Random_Chr_004	1020238	1021443	-	1205	111
Gene_002636	Random_Chr_004	1021661	1023297	-	1636	265
Gene_002637	Random_Chr_004	1023706	1025467	+	1761	2843
Gene_002638	Random_Chr_004	1025474	1026495	-	1021	139
Gene_002639	Random_Chr_004	1026497	1027192	-	695	103
Gene_002640	Random_Chr_004	1027409	1028005	+	596	1605
Gene_002641	Random_Chr_004	1028136	1029619	+	1483	522
Gene_002642	Random_Chr_004	1029622	1030179	+	557	7088
Gene_002643	Random_Chr_004	1030652	1032190	+	1538	1768
Gene_002644	Random_Chr_004	1032262	1033459	-	1197	36
Gene_002645	Random_Chr_004	1033631	1034425	-	794	1
Gene_002646	Random_Chr_004	1034649	1035254	-	605	493
Gene_002647	Random_Chr_004	1035880	1038985	+	3105	1000
Gene_002648	Random_Chr_004	1039020	1039490	-	470	0
Gene_002649	Random_Chr_004	1039627	1040160	-	533	12
Gene_002650	Random_Chr_004	1040475	1041815	+	1340	26
Gene_002651	Random_Chr_004	1041978	1044980	-	3002	230
Gene_002652	Random_Chr_004	1045507	1046976	+	1469	365
Gene_002653	Random_Chr_004	1047044	1048546	+	1502	0
Gene_002654	Random_Chr_004	1048612	1050612	+	2000	392
Gene_002655	Random_Chr_004	1050614	1051447	-	833	163
Gene_002656	Random_Chr_004	1051677	1053383	-	1706	151
Gene_002657	Random_Chr_004	1053728	1054323	+	595	1189
Gene_002658	Random_Chr_004	1054904	1055919	-	1015	684
Gene_002659	Random_Chr_004	1056128	1057536	+	1408	12
Gene_002660	Random_Chr_004	1057718	1058731	+	1013	11
Gene_002661	Random_Chr_004	1058833	1060010	-	1177	0
Gene_002662	Random_Chr_004	1061052	1061576	-	524	67
Gene_002663	Random_Chr_004	1062027	1062839	+	812	3
Gene_002664	Random_Chr_004	1062910	1064641	+	1731	17
Gene_002665	Random_Chr_004	1065158	1066368	+	1210	725
Gene_002666	Random_Chr_004	1066655	1067569	-	914	766
Gene_002667	Random_Chr_004	1067571	1068104	-	533	499
Gene_002668	Random_Chr_004	1068448	1071299	+	2851	243
Gene_002669	Random_Chr_004	1071358	1071429	-	71	0
Gene_002670	Random_Chr_004	1071493	1072848	-	1355	5
Gene_002671	Random_Chr_004	1073029	1074307	-	1278	312
Gene_002672	Random_Chr_004	1074372	1075078	-	706	336
Gene_002673	Random_Chr_004	1075538	1076977	+	1439	14
Gene_002674	Random_Chr_004	1077246	1077824	+	578	0.5
Gene_002675	Random_Chr_004	1077900	1078485	-	585	2.5
Gene_002676	Random_Chr_004	1079053	1079757	+	704	17
Gene_002677	Random_Chr_004	1080144	1080629	+	485	975
Gene_002678	Random_Chr_004	1080784	1082770	-	1986	262
Gene_002679	Random_Chr_004	1083045	1085265	-	2220	182
Gene_002680	Random_Chr_004	1085478	1089174	+	3696	2782
Gene_002681	Random_Chr_004	1090583	1091287	+	704	5.5
Gene_002682	Random_Chr_004	1092934	1093113	-	179	0
Gene_002683	Random_Chr_004	1094820	1098560	+	3740	0
Gene_002684	Random_Chr_004	1101513	1103852	-	2339	0.17
Gene_002685	Random_Chr_004	1104054	1104203	-	149	0.5
Gene_002686	Random_Chr_004	1110376	1111125	+	749	0
Gene_002687	Random_Chr_004	1112215	1115865	+	3650	39
Gene_002688	Random_Chr_004	1118982	1119352	-	370	0
Gene_002689	Random_Chr_004	1119959	1120315	+	356	0
Gene_002690	Random_Chr_004	1120567	1122840	+	2273	11.45
Gene_002691	Random_Chr_004	1123767	1125990	+	2223	1
Gene_002692	Random_Chr_004	1126111	1126506	-	395	1
Gene_002693	Random_Chr_004	1127096	1127632	-	536	0
Gene_002694	Random_Chr_004	1128670	1129700	-	1030	0
Gene_002695	Random_Chr_004	1129997	1130200	+	203	0
Gene_002696	Random_Chr_004	1134127	1134282	+	155	0
Gene_002697	Random_Chr_004	1141524	1141595	+	71	0
Gene_002698	Random_Chr_004	1141772	1141843	+	71	0
Gene_002699	Random_Chr_004	1146001	1146171	-	170	3.75
Gene_002700	Random_Chr_004	1146659	1148532	-	1873	8.17
Gene_002701	Random_Chr_004	1150078	1150914	-	836	0
Gene_002702	Random_Chr_004	1157734	1158074	-	340	0
Gene_002703	Random_Chr_004	1160061	1160914	+	853	0
Gene_002704	Random_Chr_004	1163353	1163988	+	635	0.5
Gene_002705	Random_Chr_005	1805	3166	+	1361	22.17
Gene_002706	Random_Chr_005	5580	8637	+	3057	9.5
Gene_002707	Random_Chr_005	11090	11950	-	860	39.68
Gene_002708	Random_Chr_005	14743	15845	+	1102	3
Gene_002709	Random_Chr_005	16526	17236	-	710	1
Gene_002710	Random_Chr_005	17398	19668	-	2270	316
Gene_002711	Random_Chr_005	19893	20734	+	841	870
Gene_002712	Random_Chr_005	21032	21878	+	846	1
Gene_002713	Random_Chr_005	21939	22400	-	461	19
Gene_002714	Random_Chr_005	22562	24149	+	1587	0
Gene_002715	Random_Chr_005	24151	25024	-	873	1048
Gene_002716	Random_Chr_005	26464	26700	+	236	8
Gene_002717	Random_Chr_005	27001	28317	+	1316	7
Gene_002718	Random_Chr_005	28528	31402	+	2874	0
Gene_002719	Random_Chr_005	31521	33955	+	2434	5
Gene_002720	Random_Chr_005	34669	35750	+	1081	239
Gene_002721	Random_Chr_005	36024	37927	+	1903	1.5
Gene_002722	Random_Chr_005	38106	38681	+	575	5
Gene_002723	Random_Chr_005	38754	39023	-	269	14
Gene_002724	Random_Chr_005	39653	40423	+	770	2
Gene_002725	Random_Chr_005	40565	41309	-	744	2907
Gene_002726	Random_Chr_005	41624	42298	+	674	77
Gene_002727	Random_Chr_005	43594	45032	-	1438	84
Gene_002728	Random_Chr_005	45358	47055	+	1697	1421
Gene_002729	Random_Chr_005	47783	48727	+	944	1
Gene_002730	Random_Chr_005	48961	51456	+	2495	0
Gene_002731	Random_Chr_005	51656	54732	+	3076	10
Gene_002732	Random_Chr_005	55079	56391	-	1312	79
Gene_002733	Random_Chr_005	57380	58950	+	1570	120
Gene_002734	Random_Chr_005	59425	60676	+	1251	980
Gene_002735	Random_Chr_005	60678	62786	-	2108	999
Gene_002736	Random_Chr_005	62886	63176	-	290	0
Gene_002737	Random_Chr_005	64106	64264	+	158	0
Gene_002738	Random_Chr_005	64449	65095	-	646	0
Gene_002739	Random_Chr_005	65408	66218	-	810	22
Gene_002740	Random_Chr_005	67318	68826	-	1508	394
Gene_002741	Random_Chr_005	68946	73434	-	4488	1201
Gene_002742	Random_Chr_005	73714	76968	-	3254	1808
Gene_002743	Random_Chr_005	77466	78549	-	1083	9
Gene_002744	Random_Chr_005	78706	80232	-	1526	0
Gene_002745	Random_Chr_005	80978	84673	+	3695	16
Gene_002746	Random_Chr_005	84822	87911	-	3089	78
Gene_002747	Random_Chr_005	88169	89644	+	1475	2
Gene_002748	Random_Chr_005	90331	91229	+	898	74
Gene_002749	Random_Chr_005	91283	91522	+	239	0
Gene_002750	Random_Chr_005	92066	92770	-	704	2
Gene_002751	Random_Chr_005	92851	94382	-	1531	3
Gene_002752	Random_Chr_005	94477	96014	-	1537	15
Gene_002753	Random_Chr_005	96734	98967	+	2233	263
Gene_002754	Random_Chr_005	99054	99773	-	719	10251
Gene_002755	Random_Chr_005	100883	102811	+	1928	833
Gene_002756	Random_Chr_005	105862	107062	-	1200	312
Gene_002757	Random_Chr_005	107429	108144	+	715	1497
Gene_002758	Random_Chr_005	108146	108816	-	670	14
Gene_002759	Random_Chr_005	109207	110213	+	1006	817
Gene_002760	Random_Chr_005	111737	112387	+	650	0
Gene_002761	Random_Chr_005	112455	114293	-	1838	40
Gene_002762	Random_Chr_005	114972	117913	-	2941	216
Gene_002763	Random_Chr_005	119350	119936	+	586	70
Gene_002764	Random_Chr_005	120002	121532	-	1530	73
Gene_002765	Random_Chr_005	121983	124367	+	2384	864
Gene_002766	Random_Chr_005	124502	126090	+	1588	1288
Gene_002767	Random_Chr_005	126125	128151	-	2026	1168
Gene_002768	Random_Chr_005	128507	129244	-	737	21
Gene_002769	Random_Chr_005	129788	133397	-	3609	325
Gene_002770	Random_Chr_005	133471	133554	+	83	0
Gene_002771	Random_Chr_005	133564	134303	-	739	49
Gene_002772	Random_Chr_005	134382	145390	-	11008	422
Gene_002773	Random_Chr_005	145474	155051	-	9577	180
Gene_002774	Random_Chr_005	155815	156048	-	233	115
Gene_002775	Random_Chr_005	156855	157121	-	266	198
Gene_002776	Random_Chr_005	157467	158453	+	986	4
Gene_002777	Random_Chr_005	158536	159309	+	773	1
Gene_002778	Random_Chr_005	159543	161462	+	1919	143
Gene_002779	Random_Chr_005	161809	163213	-	1404	241
Gene_002780	Random_Chr_005	163619	165936	-	2317	245
Gene_002781	Random_Chr_005	166200	167727	+	1527	608
Gene_002782	Random_Chr_005	167914	168938	-	1024	852
Gene_002783	Random_Chr_005	169152	170120	-	968	2292
Gene_002784	Random_Chr_005	170289	172761	+	2472	1351.5
Gene_002785	Random_Chr_005	172927	173783	+	856	315
Gene_002786	Random_Chr_005	173880	176226	-	2346	487
Gene_002787	Random_Chr_005	177079	180045	-	2966	2719
Gene_002788	Random_Chr_005	180209	181675	-	1466	0
Gene_002789	Random_Chr_005	182122	183318	-	1196	0
Gene_002790	Random_Chr_005	185164	188106	+	2942	6
Gene_002791	Random_Chr_005	188314	189477	+	1163	1464
Gene_002792	Random_Chr_005	189487	191089	-	1602	62
Gene_002793	Random_Chr_005	191316	191882	+	566	755
Gene_002794	Random_Chr_005	191886	192274	-	388	267
Gene_002795	Random_Chr_005	192418	193433	-	1015	2084
Gene_002796	Random_Chr_005	194425	194872	+	447	16.83
Gene_002797	Random_Chr_005	194874	196072	+	1198	44.47
Gene_002798	Random_Chr_005	196830	197409	-	579	0
Gene_002799	Random_Chr_005	199024	199462	+	438	585
Gene_002800	Random_Chr_005	199464	201682	-	2218	963
Gene_002801	Random_Chr_005	202540	204086	+	1546	603
Gene_002802	Random_Chr_005	204088	204950	-	862	1950
Gene_002803	Random_Chr_005	205829	206578	+	749	8
Gene_002804	Random_Chr_005	206712	207108	-	396	645
Gene_002805	Random_Chr_005	207213	208397	-	1184	1667
Gene_002806	Random_Chr_005	208508	209702	-	1194	364
Gene_002807	Random_Chr_005	209844	210887	-	1043	814
Gene_002808	Random_Chr_005	211154	211432	-	278	66
Gene_002809	Random_Chr_005	212346	213585	+	1239	829
Gene_002810	Random_Chr_005	217976	218049	+	73	25.5
Gene_002811	Random_Chr_005	218701	218774	+	73	0.5
Gene_002812	Random_Chr_005	226421	226882	+	461	2
Gene_002813	Random_Chr_005	227840	228851	-	1011	871
Gene_002814	Random_Chr_005	229039	229326	-	287	0
Gene_002815	Random_Chr_005	230205	231097	-	892	187
Gene_002816	Random_Chr_005	231127	232248	-	1121	1490
Gene_002817	Random_Chr_005	232325	232879	+	554	2931
Gene_002818	Random_Chr_005	233106	233762	+	656	4981
Gene_002819	Random_Chr_005	234359	234925	-	566	1707
Gene_002820	Random_Chr_005	235273	236044	-	771	2413
Gene_002821	Random_Chr_005	236290	237387	-	1097	209
Gene_002822	Random_Chr_005	237980	238880	+	900	304
Gene_002823	Random_Chr_005	239030	239434	-	404	24
Gene_002824	Random_Chr_005	240537	240609	-	72	1
Gene_002825	Random_Chr_005	240805	240877	-	72	0
Gene_002826	Random_Chr_005	241073	241145	-	72	0
Gene_002827	Random_Chr_005	241320	241392	-	72	0
Gene_002828	Random_Chr_005	241997	243012	+	1015	74
Gene_002829	Random_Chr_005	243014	243325	+	311	19
Gene_002830	Random_Chr_005	244101	244452	+	351	7
Gene_002831	Random_Chr_005	244478	245258	-	780	8
Gene_002832	Random_Chr_005	245470	245827	-	357	392
Gene_002833	Random_Chr_005	246012	247424	-	1412	540
Gene_002834	Random_Chr_005	247776	249835	+	2059	1381
Gene_002835	Random_Chr_005	250163	251765	+	1602	1
Gene_002836	Random_Chr_005	251851	251923	-	72	0
Gene_002837	Random_Chr_005	252008	252080	-	72	0
Gene_002838	Random_Chr_005	252179	253418	-	1239	626
Gene_002839	Random_Chr_005	253570	254452	-	882	218
Gene_002840	Random_Chr_005	254454	255157	-	703	371
Gene_002841	Random_Chr_005	255626	256879	-	1253	102
Gene_002842	Random_Chr_005	257072	257572	+	500	22
Gene_002843	Random_Chr_005	257679	259878	-	2199	1271
Gene_002844	Random_Chr_005	260003	260338	+	335	458
Gene_002845	Random_Chr_005	261090	261326	+	236	2555
Gene_002846	Random_Chr_005	261441	261721	+	280	72
Gene_002847	Random_Chr_005	261806	263259	-	1453	10085
Gene_002848	Random_Chr_005	263587	264509	-	922	1800
Gene_002849	Random_Chr_005	264612	268701	-	4089	2874
Gene_002850	Random_Chr_005	268884	270192	-	1308	1531
Gene_002851	Random_Chr_005	270194	272333	-	2139	946
Gene_002852	Random_Chr_005	272930	273604	+	674	413
Gene_002853	Random_Chr_005	273779	274913	+	1134	1256
Gene_002854	Random_Chr_005	275148	276170	+	1022	273
Gene_002855	Random_Chr_005	276172	277677	-	1505	234
Gene_002856	Random_Chr_005	277892	278179	+	287	5
Gene_002857	Random_Chr_005	278615	279960	+	1345	1192
Gene_002858	Random_Chr_005	280127	280447	+	320	264
Gene_002859	Random_Chr_005	280556	282462	-	1906	1156
Gene_002860	Random_Chr_005	282464	284922	-	2458	1522
Gene_002861	Random_Chr_005	285143	285628	-	485	1
Gene_002862	Random_Chr_005	286133	287855	+	1722	634
Gene_002863	Random_Chr_005	287857	288815	+	958	211
Gene_002864	Random_Chr_005	288817	289548	+	731	175
Gene_002865	Random_Chr_005	289940	290320	-	380	3
Gene_002866	Random_Chr_005	290561	292666	-	2105	672
Gene_002867	Random_Chr_005	292837	293994	-	1157	839
Gene_002868	Random_Chr_005	294225	296336	-	2111	428
Gene_002869	Random_Chr_005	296910	299143	-	2233	819
Gene_002870	Random_Chr_005	299880	302822	-	2942	1089
Gene_002871	Random_Chr_005	302994	303248	-	254	2
Gene_002872	Random_Chr_005	303641	305093	+	1452	143
Gene_002873	Random_Chr_005	305095	306064	+	969	1767
Gene_002874	Random_Chr_005	306589	309360	-	2771	236
Gene_002875	Random_Chr_005	309909	312308	+	2399	37
Gene_002876	Random_Chr_005	313117	315540	+	2423	357
Gene_002877	Random_Chr_005	315711	316244	+	533	115
Gene_002878	Random_Chr_005	316246	318384	-	2138	799
Gene_002879	Random_Chr_005	319339	321195	+	1856	0
Gene_002880	Random_Chr_005	321952	322771	-	819	43.33
Gene_002881	Random_Chr_005	323960	324907	+	947	1714
Gene_002882	Random_Chr_005	325412	325573	+	161	10
Gene_002883	Random_Chr_005	327727	328471	+	744	324
Gene_002884	Random_Chr_005	328591	331423	+	2832	46
Gene_002885	Random_Chr_005	331785	334529	-	2744	886
Gene_002886	Random_Chr_005	334721	335318	+	597	405
Gene_002887	Random_Chr_005	335398	337392	-	1994	924
Gene_002888	Random_Chr_005	337438	339074	+	1636	826
Gene_002889	Random_Chr_005	339297	339793	-	496	554
Gene_002890	Random_Chr_005	340489	340695	-	206	4
Gene_002891	Random_Chr_005	340981	341523	-	542	14
Gene_002892	Random_Chr_005	342209	343409	+	1200	1039
Gene_002893	Random_Chr_005	343858	344346	+	488	2125
Gene_002894	Random_Chr_005	344815	346335	-	1520	2
Gene_002895	Random_Chr_005	347413	349943	+	2530	3273
Gene_002896	Random_Chr_005	350402	352828	+	2426	39
Gene_002897	Random_Chr_005	353110	354307	+	1197	2
Gene_002898	Random_Chr_005	357832	360571	-	2739	4
Gene_002899	Random_Chr_005	361169	365987	-	4818	186
Gene_002900	Random_Chr_005	366858	367978	+	1120	396
Gene_002901	Random_Chr_005	368121	369107	+	986	6
Gene_002902	Random_Chr_005	369254	370096	-	842	1
Gene_002903	Random_Chr_005	372522	373024	-	502	253
Gene_002904	Random_Chr_005	373026	373453	-	427	91
Gene_002905	Random_Chr_005	374004	376217	-	2213	753
Gene_002906	Random_Chr_005	376935	377489	+	554	10094
Gene_002907	Random_Chr_005	378352	378888	+	536	1239
Gene_002908	Random_Chr_005	379071	380578	+	1507	1917
Gene_002909	Random_Chr_005	380678	381166	-	488	286
Gene_002910	Random_Chr_005	382543	385750	+	3207	2336
Gene_002911	Random_Chr_005	385752	387373	+	1621	1377
Gene_002912	Random_Chr_005	387375	391540	+	4165	4865
Gene_002913	Random_Chr_005	391652	392287	+	635	6690
Gene_002914	Random_Chr_005	392505	393911	+	1406	2860
Gene_002915	Random_Chr_005	394033	395897	-	1864	1049
Gene_002916	Random_Chr_005	396155	397266	+	1111	5596
Gene_002917	Random_Chr_005	397291	398577	-	1286	1935
Gene_002918	Random_Chr_005	398692	399300	-	608	0
Gene_002919	Random_Chr_005	400122	400736	-	614	25
Gene_002920	Random_Chr_005	400917	401400	-	483	55
Gene_002921	Random_Chr_005	403200	403732	-	532	0
Gene_002922	Random_Chr_005	406540	407331	+	791	62
Gene_002923	Random_Chr_005	407730	408002	+	272	0
Gene_002924	Random_Chr_005	408835	410640	+	1805	3
Gene_002925	Random_Chr_005	410774	411746	+	972	1994
Gene_002926	Random_Chr_005	411748	413627	-	1879	2105
Gene_002927	Random_Chr_005	415901	417072	+	1171	1347
Gene_002928	Random_Chr_005	417199	418680	-	1481	3795
Gene_002929	Random_Chr_005	419148	420035	+	887	867
Gene_002930	Random_Chr_005	420552	423673	+	3121	8399
Gene_002931	Random_Chr_005	423801	426407	+	2606	879
Gene_002932	Random_Chr_005	426509	427139	+	630	112
Gene_002933	Random_Chr_005	427404	427733	-	329	0
Gene_002934	Random_Chr_005	427847	428113	+	266	19
Gene_002935	Random_Chr_005	428160	430500	-	2340	90
Gene_002936	Random_Chr_005	430502	432518	-	2016	1105
Gene_002937	Random_Chr_005	432635	434732	-	2097	2380
Gene_002938	Random_Chr_005	435045	435469	+	424	178
Gene_002939	Random_Chr_005	435792	436694	+	902	0
Gene_002940	Random_Chr_005	436753	437982	-	1229	4
Gene_002941	Random_Chr_005	438738	438810	-	72	0
Gene_002942	Random_Chr_005	439061	441843	+	2782	1074
Gene_002943	Random_Chr_005	442009	444009	+	2000	18
Gene_002944	Random_Chr_005	444051	444410	+	359	29
Gene_002945	Random_Chr_005	444639	445455	+	816	70
Gene_002946	Random_Chr_005	445710	446389	+	679	740
Gene_002947	Random_Chr_005	446391	447197	+	806	1028
Gene_002948	Random_Chr_005	447264	447992	+	728	1322
Gene_002949	Random_Chr_005	448382	448744	-	362	0
Gene_002950	Random_Chr_005	448870	449064	+	194	0
Gene_002951	Random_Chr_005	449744	450499	+	755	15072
Gene_002952	Random_Chr_005	450762	451705	+	943	1807
Gene_002953	Random_Chr_005	451767	452376	-	609	198
Gene_002954	Random_Chr_005	452508	453405	-	897	4565
Gene_002955	Random_Chr_005	453611	454513	-	902	899
Gene_002956	Random_Chr_005	454863	457310	+	2447	747
